09:43:49,-43,-2
09:43:52,-53,-8
09:43:55,-41,1
09:43:58,-48,-4
09:44:01,-51,-4
09:44:04,-52,-5
09:44:07,-48,-4
09:44:10,-47,-5
09:44:13,-35,-6
09:44:16,-49,-3
09:44:19,-49,-5
09:44:22,-42,-4
09:44:25,-51,-3
09:44:28,-42,-3
09:44:31,-43,-2
09:44:34,-38,-3
09:44:37,-45,-3
09:44:40,-51,-3
09:44:43,-47,-3
09:44:46,-49,-3
09:44:49,-49,-4
09:44:52,-46,0
09:44:55,-53,0
09:44:58,-42,0
09:45:01,-44,-1
09:45:04,-52,0
09:45:07,-52,3
09:45:10,-52,1
09:45:13,-48,3
09:45:16,-51,11
09:45:19,-52,10
09:45:22,-40,11
09:45:25,-41,6
09:45:28,-44,2
09:45:31,-42,3
09:45:34,-26,1
09:45:37,-47,2
09:45:40,-48,2
09:45:43,-39,2
09:45:46,-41,4
09:45:49,-45,9
09:45:52,-41,5
09:45:55,-30,4
09:45:58,-45,2
09:46:01,-45,-1
09:46:04,-50,4
09:46:07,-35,-11
09:46:10,-47,0
09:46:13,-42,0
09:46:16,-36,-2
09:46:19,-49,-3
09:46:22,-47,-1
09:46:25,-40,-1
09:46:28,-46,-3
09:46:33,-48,4
09:46:34,-36,-11
09:46:37,-39,1
09:46:40,-45,4
09:46:43,-37,5
09:46:46,-37,5
09:46:55,-34,6
09:46:55,0,-26
09:46:55,-49,-5
09:46:58,-42,-7
09:47:01,-14,-4
09:47:04,-73,-1
09:47:07,-50,5
09:47:10,-64,7
09:47:13,-69,-9
09:47:16,-66,-5
09:47:19,-64,-2
09:47:22,-68,-2
09:47:25,-66,-3
09:47:28,-66,-1
09:47:31,-70,-2
09:47:34,-65,-3
09:47:37,-69,0
09:47:45,-68,-2
09:47:45,-60,-3
09:47:46,-43,-8
09:47:49,-59,0
09:47:52,-70,-5
09:47:55,-68,-1
09:47:58,-62,9
09:48:01,-55,4
09:48:04,-59,4
09:48:07,-62,-1
09:48:10,-57,16
09:48:13,-59,15
09:48:16,-56,12
09:48:19,-51,11
09:48:22,-47,8
09:48:25,-57,-1
09:48:28,-57,0
09:48:31,-63,0
09:48:34,-66,5
09:48:37,-96,4
09:48:40,-103,5
09:48:43,-80,2
09:48:48,-103,9
09:48:49,-76,-4
09:48:52,-56,17
09:48:55,-54,6
09:48:58,-59,0
09:49:01,-55,2
09:49:04,-59,1
09:49:07,-60,0
09:49:10,-61,-9
09:49:13,-50,7
09:49:16,-55,16
09:49:19,-55,13
09:49:22,-46,19
09:49:25,-30,22
09:49:28,-55,13
09:49:31,-62,8
09:49:34,-52,18
09:49:37,-52,0
09:49:40,-61,-5
09:49:43,-53,-5
09:49:46,-38,7
09:49:49,-59,7
09:49:52,-57,13
09:50:02,-44,10
09:50:02,-50,-54
09:50:03,-80,9
09:50:04,-58,-2
09:50:07,-57,7
09:50:10,-72,9
09:50:13,-75,10
09:50:16,-80,8
09:50:19,-93,5
09:50:22,-92,5
09:50:25,-97,6
09:50:28,-91,6
09:50:31,-106,7
09:50:34,-112,5
09:50:37,-104,8
09:50:40,-94,6
09:50:43,-70,3
09:50:46,-71,6
09:50:49,-79,4
09:50:52,-84,10
09:50:55,-91,11
09:50:58,-90,6
09:51:01,-102,7
09:51:04,-84,12
09:51:07,-74,16
09:51:10,-116,13
09:51:13,-119,15
09:51:16,-123,15
09:51:19,-57,18
09:51:22,-67,17
09:51:25,-32,6
09:51:28,-56,15
09:51:31,-52,10
09:51:34,-52,4
09:51:37,-59,12
09:51:40,-68,14
09:51:43,-75,14
09:51:46,-80,0
09:51:49,-48,2
09:51:52,-83,3
09:51:55,-96,3
09:52:00,-87,4
09:52:01,-84,-10
09:52:04,-91,0
09:52:07,-90,4
09:52:12,-102,4
09:52:13,-101,-7
09:52:16,-120,2
09:52:19,-4,3
09:52:22,-19,1
09:52:25,-10,2
09:52:52,-75,-11
09:52:55,-68,-13
09:52:58,-84,-15
09:53:01,-88,-13
09:53:04,-85,-16
09:53:07,-89,-17
09:53:10,-77,-16
09:53:13,-79,-14
09:53:16,-77,-14
09:53:19,-87,-18
09:53:22,-94,-17
09:53:25,-91,-13
09:53:28,-72,-13
09:53:31,-81,-16
09:53:34,-60,-7
09:53:37,-52,-6
09:53:42,-65,-5
09:53:43,-46,-37
09:53:46,-81,-6
09:53:49,-76,-8
09:53:52,-70,-6
09:53:55,-56,-3
09:53:58,-70,0
09:54:01,-74,-2
09:54:04,-64,-6
09:54:07,-61,-7
09:54:47,-77,2
09:54:50,-79,1
09:55:02,-81,2
09:55:02,-74,-85
09:55:03,-96,6
09:55:03,-104,4
09:55:33,-73,6
09:55:35,-57,11
09:55:37,-81,-9
09:55:40,-75,2
09:55:43,-77,-1
09:55:46,-73,-3
09:55:49,-81,-4
09:55:53,-76,-2
09:55:55,-76,-4
09:55:58,-76,-3
09:56:01,-73,-4
09:56:05,-78,-8
09:56:07,-80,-6
09:56:10,-79,14
09:56:13,-66,5
09:56:18,-70,8
09:56:19,-58,-1
09:56:22,-75,8
09:56:27,-62,8
09:56:29,-58,9
09:56:31,-54,8
09:56:35,-62,8
09:56:37,-87,8
09:56:42,-66,9
09:56:44,-68,-20
09:56:46,-72,8
09:56:49,-62,1
09:56:52,-71,1
09:56:57,-76,2
09:56:58,-52,0
09:57:01,-68,7
09:57:04,-65,-1
09:57:07,-70,2
09:57:10,-67,-30
09:57:13,-59,-23
09:57:16,-60,-22
09:57:19,-68,-13
09:57:22,-69,-20
09:57:25,-70,-19
09:57:28,-70,-3
09:57:31,-83,-22
09:57:35,-96,-14
09:57:37,-89,-9
09:57:40,-86,-24
09:57:43,-94,-8
09:57:46,-93,-12
09:57:49,-81,-12
09:57:52,-80,-14
09:57:55,-61,-16
09:57:58,-70,-12
09:58:01,-75,26
09:58:04,-69,-14
09:58:07,-75,-16
09:58:10,-71,-10
09:58:13,-69,-17
09:58:18,-68,-11
09:58:19,-65,-27
09:58:22,-51,-21
09:58:25,-63,36
09:58:28,-69,29
09:58:31,-74,10
09:58:34,-70,45
09:58:37,-65,2
09:58:40,-63,14
09:58:43,-68,-9
09:58:46,-67,-12
09:58:49,-66,-3
09:58:52,-53,10
09:58:59,-63,0
09:58:59,-59,-4
09:59:01,-69,2
09:59:04,-71,-1
09:59:07,-67,1
09:59:10,-63,0
09:59:13,-69,1
09:59:16,-65,1
09:59:19,-67,2
09:59:22,-66,-1
09:59:25,-62,6
09:59:29,-59,9
09:59:31,-53,2
09:59:34,-44,2
09:59:37,-65,0
09:59:40,-65,-10
09:59:43,-61,-4
09:59:47,-69,-2
09:59:49,-57,-1
09:59:52,-68,-2
10:00:04,-65,-2
10:00:04,-65,-2
10:00:04,-68,0
10:00:04,-62,0
10:00:07,-69,1
10:00:11,-69,0
10:00:15,-65,-16
10:00:17,-58,-18
10:00:22,-64,-5
10:00:28,-61,-31
10:00:29,-37,-15
10:00:29,-45,-16
10:00:31,-57,0
10:00:34,-57,2
10:00:37,-60,-12
10:00:40,-63,0
10:00:43,-57,0
10:00:46,-58,1
10:00:50,-64,1
10:00:52,-57,0
10:00:55,-62,2
10:00:58,-60,2
10:01:01,-67,1
10:01:06,-63,3
10:01:07,-43,-11
10:01:10,-53,0
10:01:13,-76,2
10:01:16,-83,-10
10:01:19,-88,-11
10:01:22,-89,-13
10:01:25,-90,-7
10:01:30,-70,-6
10:01:31,-58,-4
10:01:35,-58,0
10:01:37,-58,-9
10:01:54,-104,-15
10:01:54,-43,-22
10:01:54,-50,-20
10:01:54,-52,-12
10:01:54,-62,-19
10:01:56,-59,-15
10:01:58,-69,-19
10:02:02,-38,-2
10:02:04,-68,-13
10:02:08,-48,-10
10:02:11,-49,-8
10:02:13,-60,-13
10:02:18,-73,-16
10:02:19,-35,-33
10:02:28,-56,-8
10:02:29,-42,-11
10:02:29,-16,-25
10:02:58,-58,-11
10:03:30,-85,-12
10:04:43,-44,3
10:04:43,19,-18
10:04:43,-9,4
10:04:43,-57,2
10:04:46,-25,2
10:04:50,-32,-12
10:04:55,-42,-14
10:05:05,-43,-13
10:05:06,-38,14
10:05:06,-39,2
10:05:06,-54,-6
10:05:09,-40,-11
10:05:10,-47,-14
10:05:14,-75,1
10:05:16,-72,6
10:05:23,-77,9
10:05:52,-52,6
10:05:56,-48,-10
10:06:00,-15,-28
10:06:01,-44,-16
10:06:01,-73,-8
10:06:08,-70,-10
10:06:09,-55,2
10:06:13,-39,6
10:06:14,-36,0
10:06:15,-31,0
10:06:32,-34,1
10:06:32,-59,31
10:06:32,-80,16
10:06:32,-59,13
10:06:32,-67,3
10:06:33,-59,10
10:06:36,-71,1
10:06:39,-54,0
10:06:42,-40,-2
10:06:45,-49,-3
10:06:48,-44,2
10:06:51,-62,-12
10:06:54,-58,-10
10:06:57,-29,-61
10:07:00,-49,-6
10:07:03,-48,-12
10:07:06,-51,-11
10:07:10,-58,-3
10:07:15,-62,-29
10:07:16,-44,-17
10:07:32,-60,-20
10:07:33,-24,-26
10:07:33,-44,16
10:07:33,-54,-1
10:07:33,-62,-21
10:07:34,-39,-26
10:07:36,-39,-21
10:07:42,-58,-1
10:07:47,-55,7
10:07:48,-49,11
10:07:48,-18,0
10:07:53,-27,-8
10:07:54,-29,-7
10:07:57,-38,-2
10:08:00,-93,-4
10:08:31,-51,-24
10:08:34,-63,-3
10:08:37,-103,-6
10:09:13,-103,-6
10:09:16,-106,-6
10:09:19,-13,-9
10:09:22,40,-4
10:09:25,71,-8
10:09:28,-32,-13
10:09:31,0,-7
10:09:34,-51,-10
10:09:37,-33,-10
10:09:41,-43,-1
10:09:43,-7,-5
10:09:47,39,-10
10:09:50,-3,-14
10:09:52,-17,-8
10:09:55,-31,-5
10:09:58,-39,-15
10:10:06,-19,-15
10:10:06,22,-12
10:10:07,57,0
10:10:10,-42,0
10:10:13,-109,-20
10:10:16,-40,-11
10:10:19,-44,-12
10:10:22,76,6
10:10:25,-57,-24
10:10:28,-83,-21
10:10:31,-74,-22
10:10:34,-94,-24
10:10:37,-60,-14
10:10:40,-62,-20
10:10:43,-69,-11
10:10:46,-65,-2
10:10:49,-66,-25
10:10:53,-69,-18
10:10:56,-58,-20
10:11:09,-39,-11
10:11:09,-59,-15
10:11:09,-4,-11
10:11:09,-77,-2
10:11:10,-84,-4
10:11:14,-85,2
10:11:18,-101,-19
10:11:19,-33,-9
10:11:22,-43,-4
10:11:25,-71,-12
10:11:28,-57,-17
10:11:31,-76,-25
10:11:35,-21,-20
10:11:37,-55,-26
10:11:40,-64,-19
10:11:43,-8,-30
10:11:46,-52,9
10:11:49,-58,-3
10:11:52,-63,-3
10:11:55,-62,3
10:12:00,-60,6
10:12:01,-36,8
10:12:05,-61,-1
10:12:07,-44,-6
10:12:10,-56,-41
10:12:13,-60,-34
10:12:17,-39,-29
10:12:19,-39,-33
10:12:25,-45,-5
10:12:25,-55,-30
10:12:29,-47,-18
10:12:41,-59,-3
10:12:42,-50,4
10:12:42,-5,16
10:12:42,-43,-14
10:12:43,-21,-29
10:12:50,-50,0
10:12:57,-57,-7
10:12:57,-8,5
10:12:58,-61,-6
10:12:58,-69,-7
10:13:02,-57,22
10:13:18,-33,0
10:13:19,-32,-52
10:13:19,-41,25
10:13:19,-51,28
10:13:19,-64,-8
10:13:25,-51,-74
10:13:32,-72,-62
10:13:32,-65,-62
10:13:32,-47,-80
10:13:33,-63,-16
10:13:34,-26,-73
10:13:40,-45,-89
10:13:41,-51,18
10:13:44,-56,28
10:13:49,-55,28
10:13:49,-54,23
10:13:53,-33,14
10:13:56,-21,22
10:14:00,-43,15
10:14:03,-38,-22
10:14:04,-56,13
10:14:07,-28,9
10:14:11,-34,10
10:14:13,-31,11
10:14:16,-36,13
10:14:19,-7,6
10:14:25,-29,2
10:14:25,-37,-7
10:14:28,-3,4
10:14:39,-16,-8
10:14:39,21,-6
10:14:39,-31,4
10:14:40,-2,-2
10:14:45,-41,1
10:14:47,-29,-10
10:14:49,-38,-8
10:14:52,-53,-11
10:14:55,-51,-12
10:15:03,16,-22
10:15:03,-62,-13
10:15:04,-30,-9
10:15:07,-56,13
10:15:10,-67,-1
10:15:13,-78,-2
10:15:16,-86,-17
10:15:19,-107,-16
10:15:22,-93,-2
10:15:25,-85,-36
10:15:28,-77,-29
10:15:31,-45,-21
10:15:34,-40,-31
10:15:37,-42,-41
10:15:40,-50,-45
10:15:43,-50,-40
10:15:46,-56,-40
10:15:49,-46,-41
10:15:52,-46,-38
10:15:55,-58,-41
10:15:58,-52,-77
10:16:01,-55,-83
10:16:07,-34,-84
10:16:07,-48,-77
10:16:10,-56,-50
10:16:13,-81,-45
10:16:16,-77,-30
10:16:19,-62,-41
10:16:22,-54,-54
10:16:25,-42,-38
10:16:28,-29,-24
10:16:31,-47,-84
10:16:36,-53,-90
10:16:39,-22,-75
10:16:42,-5,-52
10:16:43,21,-99
10:17:04,-8,-89
10:17:07,-33,-90
10:17:10,-50,-76
10:17:13,-47,-94
10:17:16,-32,-72
10:17:19,-32,-80
10:17:22,-10,-70
10:17:25,-10,-67
10:17:29,2,-51
10:17:31,10,-53
10:17:34,10,-68
10:17:37,-20,-75
10:17:42,-32,-62
10:17:43,-29,-58
10:17:46,21,-75
10:17:49,-19,-84
10:17:52,-61,-82
10:17:55,-43,-84
10:17:58,-43,-88
10:18:01,-41,-90
10:18:06,-21,-80
10:18:07,-11,-88
10:18:10,-23,-82
10:18:13,-28,-78
10:18:18,-33,-66
10:18:21,-34,-100
10:18:22,-16,-65
10:18:25,-40,-87
10:18:28,-35,-95
10:18:33,-42,-88
10:18:34,16,-92
10:18:59,-14,-6
10:19:03,0,-47
10:19:06,6,-62
10:19:09,28,-48
10:19:12,-16,-65
10:19:15,3,-71
10:19:18,4,-91
